rank_test_score,param_max_depth,param_learning_rate,param_n_estimators,param_subsample,param_colsample_bytree,param_min_child_weight,param_gamma,param_reg_alpha,param_reg_lambda,mean_train_score,std_train_score,mean_test_score,std_test_score,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,Gap_CV,Coef_Variacion,mean_fit_time,std_fit_time
58,11,0.05,400,0.8,0.8,7,0.0,0.0,10,0.9938568389759412,0.00019999080363472803,0.8962056455457583,0.007173778122105599,0.888325952797781,0.8924947821936431,0.9086274894228356,0.8994511266971168,0.8921288766174154,0.09765119343018291,0.008004611617612624,3.3357472896575926,0.028019754280051785
59,11,0.05,500,0.8,0.8,5,0.0,0.5,1,0.9975804934349457,5.9344078694601894e-05,0.8961978036685905,0.006939720669529476,0.8897077741611975,0.8951614145481034,0.9093659456629625,0.8954128133692514,0.8913410706014374,0.10138268976635523,0.007743514479863366,5.279523849487305,0.17316055895480262
60,9,0.05,500,0.8,0.8,7,0.0,0.5,10,0.9903944090996898,0.0003435656373145343,0.8961969971588795,0.008252739166641187,0.8855475553402692,0.8927535019187152,0.9099008193168703,0.9000928922934891,0.8926902169250535,0.09419741194081033,0.009208621757051175,3.7497541427612306,0.03800622776325742
61,11,0.03,700,0.8,0.8,9,0.0,0.1,10,0.9926879922006672,0.00024629685569569476,0.8961603843518139,0.008519191965369785,0.886137314127842,0.8937288109476769,0.9108695714158083,0.8993694132256198,0.8906968120421224,0.09652760784885328,0.009506325111136945,5.161406469345093,0.08469681343449308
62,11,0.05,700,0.8,0.8,7,0.0,0.5,1,0.9979739453243776,4.0920187600619915e-05,0.8961504158298288,0.007557409907658288,0.887384359673629,0.896702680159733,0.9091420128915201,0.897518385614216,0.8900046408100462,0.10182352949454876,0.00843319355117431,5.373788261413575,0.05418493274931464
63,11,0.03,500,0.8,0.8,5,0.0,0.5,1,0.9954172619138332,0.00013149704984491485,0.8961407663440617,0.007543987166441467,0.8883677910705112,0.896441261011593,0.9099030201099929,0.8957225093932693,0.8902692501349423,0.09927649556977147,0.008418305973533905,4.624854946136475,0.04764126335250783
64,11,0.03,700,0.8,0.8,7,0.0,0.0,10,0.9944458134846705,0.00022278867136043935,0.896126079411799,0.007964053033987256,0.8863237333744047,0.8946850178163486,0.9096241464114384,0.8991356870088796,0.8908618124479238,0.09831973407287153,0.00888720149648442,5.675129079818726,0.0822472694937813
65,11,0.05,700,0.8,0.8,9,0.0,0.5,5,0.9969415424936539,8.415132090473291e-05,0.8961247332298097,0.007432024191508752,0.8882422997134716,0.8917040617572274,0.9090440794908432,0.899517993352514,0.8921152318349918,0.10081680926384418,0.008293515306426457,5.082857131958008,0.04275078457625133
66,9,0.07,700,0.8,0.8,5,0.0,0.5,10,0.9971225094596534,7.672688723324172e-05,0.8960826118261584,0.00724373448523952,0.888049194168472,0.8963321559939824,0.9082792739119045,0.89830710103373,0.8894453340227033,0.10103989763349497,0.008083779764989812,5.4298779487609865,0.05197027893339162
67,11,0.05,500,0.8,0.8,7,0.0,0.5,1,0.997017244501696,7.213747026829905e-05,0.896072869604826,0.00768339903783631,0.8871895300438657,0.8966036056739001,0.909324348930374,0.8973901613577845,0.8898567020182061,0.10094437489687003,0.008574524794199762,4.012176656723023,0.06857677467046544
68,11,0.07,500,0.8,0.8,5,0.0,0.0,10,0.9991434017121336,3.771027643054188e-05,0.896041398990377,0.007692062480295781,0.8894238350565324,0.8905448460588441,0.9091855274359318,0.9004526648602414,0.8906001215403353,0.10310200272175651,0.008584494521082267,7.314203453063965,0.33299953667608145
69,11,0.05,500,0.8,0.8,9,0.0,0.5,5,0.9949045748862387,0.0001392446562370303,0.8960345871797095,0.0074896835942949245,0.8880701001905699,0.8914602388150067,0.909043268133023,0.899459099320142,0.892140229439806,0.09886998770652922,0.008358699208106335,3.9521218299865724,0.10979194466066197
70,11,0.07,700,0.8,0.8,5,0.0,0.0,10,0.9998037247755083,1.4819533840775298e-05,0.8959970267835182,0.007732469638895762,0.8894380440523415,0.8903321279782175,0.9092122380636445,0.9004364872460369,0.8905662365773503,0.10380669799199005,0.008630017073442816,8.83238697052002,0.6032836090261806
71,11,0.07,500,0.8,0.8,7,0.0,0.0,10,0.9985772002300701,9.480320485500599e-05,0.8959925811896079,0.007917058662305295,0.8880672533162309,0.8926692698063613,0.9096257245751218,0.8998420718953287,0.8897585863549965,0.10258461904046223,0.008836076133346806,4.109879970550537,0.07556307212847045
72,11,0.05,400,0.8,0.8,5,0.0,0.5,1,0.9968316882472934,8.244871670946065e-05,0.8959901680429377,0.007001629914104029,0.8894845598237225,0.8949083924166173,0.9092828819181988,0.8952170814612144,0.8910579245949355,0.10084152020435566,0.00781440484932698,4.230769443511963,0.051901076692919025
73,11,0.05,700,0.8,0.8,7,0.0,0.5,5,0.9973800155000557,8.024862294711931e-05,0.8959841040047125,0.006336741684647717,0.8900861258867343,0.8948160309353701,0.9070358246970709,0.8981468452863126,0.8898356932180744,0.10139591149534322,0.00707238181606667,5.580295562744141,0.061526937482347256
74,11,0.05,400,0.8,0.8,9,0.0,0.1,10,0.9918439440076581,0.0002289128330141481,0.8959799796430044,0.008278013391822646,0.8867974739515845,0.89219727214094,0.9099711818074241,0.9003516641166365,0.8905823061984374,0.09586396436465372,0.009239060670887925,3.0653367042541504,0.05088788083458503
75,11,0.03,700,0.8,0.8,7,0.0,0.5,1,0.9962738934811108,9.63161975502197e-05,0.8959752965161328,0.008003990268652525,0.885998527112111,0.8965798016796294,0.9096918813444055,0.8971822401592471,0.8904240322852708,0.100298596964978,0.008933271151308361,5.636934757232666,0.055781424354910986
76,11,0.07,400,0.8,0.8,5,0.0,0.0,10,0.9981462963579453,5.2465907697904626e-05,0.8959706538313006,0.007788167354762988,0.8892181902181718,0.890552207057353,0.9092986733254087,0.9003929426597619,0.890391255895807,0.10217564252664468,0.008692435763894335,5.715394449234009,0.43433080947097547
77,9,0.07,500,0.8,0.8,5,0.0,0.5,10,0.9951860565828973,0.00013887670527280935,0.8959459291156711,0.007336793298391157,0.8876807580240635,0.8961315155973356,0.9083263824061281,0.8981698989988574,0.8894210905519702,0.09924012746722621,0.008188879551730114,3.954075479507446,0.043289918578009505
78,9,0.05,500,0.8,0.8,5,0.0,0.5,10,0.9916144815362689,0.00028309246081136886,0.8959384533083368,0.008296443593763834,0.8864429422429235,0.8936916585656417,0.9103276037972245,0.8989963275419874,0.890233734393907,0.09567602822793209,0.009260059731925153,3.139760446548462,0.008313994242687448
79,11,0.07,400,0.8,0.8,7,0.0,0.0,10,0.9971507360103711,0.00014347005732593464,0.8959269269662047,0.008045224468524455,0.8878219067087356,0.8926752048421619,0.9098616984352155,0.8996310157018396,0.8896448091430709,0.10122380904416639,0.00897977750905117,3.2885701656341553,0.03831638480327605
80,11,0.03,700,0.8,0.8,9,0.0,0.0,10,0.9926641743074216,0.0003092736549776543,0.8959203239214333,0.008007744644685918,0.8864519122958335,0.8935767038824736,0.9097956979873272,0.8988143247315568,0.8909629807099744,0.09674385038598832,0.008938009810555597,4.97217960357666,0.07773528027946629
81,11,0.03,500,0.8,0.8,5,0.0,0.0,10,0.9918740232179722,0.0002023077992217694,0.8958984585550189,0.007546733709819127,0.88733554215083,0.8937815318616115,0.9094692108053328,0.8975039905371502,0.8914020174201694,0.09597556466295332,0.008423648503638616,4.94053807258606,0.027368403142262514
82,11,0.05,400,0.8,0.8,7,0.0,0.5,1,0.9959338758483197,0.00010285127504528389,0.8958797884835226,0.007870368373506114,0.8866396186968496,0.8962975859975335,0.9094852882597927,0.8972036937939097,0.8897727556695276,0.10005408736479715,0.008785071920004443,3.2937983512878417,0.03144890411899524
83,11,0.03,500,0.8,0.8,9,0.0,0.5,5,0.9886952307791882,0.0003716616473722662,0.8958605199249192,0.007879955433743443,0.8861449312968386,0.8947899710387459,0.9095289861798194,0.897879765330563,0.8909589457786291,0.09283471085426898,0.008795962383077057,3.7163263320922852,0.02485050258135497
84,11,0.03,500,0.8,0.8,5,0.0,0.5,10,0.9889729908373631,0.00023759028974119464,0.8958437273649358,0.008111725457188272,0.8861217587443538,0.8939228873276962,0.9101657722103839,0.8978270618231584,0.891181156719086,0.09312926347242734,0.009054844287461127,4.559316968917846,0.042552762471065604
85,11,0.07,700,0.8,0.8,7,0.0,0.0,10,0.9996143760429457,3.2493567993979624e-05,0.8958257286059352,0.007907534446176853,0.888157856832016,0.8923769960989627,0.9094344474236119,0.8997590992186236,0.8894002434564618,0.10378864743701044,0.008827090128882978,5.7627418518066404,0.07921227810141276
86,9,0.07,700,0.8,0.8,5,0.0,0.1,10,0.9989073949932481,5.5616018326510086e-05,0.8958204892680233,0.00790859749578537,0.8879544858205802,0.8923123802014998,0.9099682048290415,0.8985896737747386,0.8902777017142564,0.10308690572522483,0.008828328432460281,5.603794097900391,0.09912796749531462
87,9,0.05,700,0.8,0.8,5,0.0,0.5,5,0.996510678908716,0.0001053534657624468,0.895810234369549,0.007823576276029134,0.886111706045637,0.8944600418470027,0.9091131337816315,0.8985978266807958,0.8907684634926785,0.10070044453916704,0.008733519640501976,4.347774028778076,0.04443552627063146
88,9,0.07,500,0.8,0.8,5,0.0,0.1,10,0.9970267014972635,0.00014490786499406861,0.8958023086618045,0.007989629987016493,0.8877778640322285,0.8920634118983327,0.9100405634605435,0.8987487125045246,0.890380991413393,0.10122439283545892,0.00891896561301769,3.7942338943481446,0.09332609714585927
89,11,0.07,700,0.8,0.8,5,0.0,0.5,5,0.9984195503697316,3.656603601709225e-05,0.8957857343526653,0.007330391676588898,0.886099722857851,0.8948223601423586,0.9068871505519475,0.9005887694483804,0.8905306687627887,0.10263381601706634,0.008183197605715575,5.251014566421508,0.014656362355438506
